make,model,variant,full_name,body_type,price_ex_showroom,fuel_type,transmission,engine_cc,power_bhp,torque_nm,drivetrain,mileage_arai_kmpl,mileage_arai_km_per_kg,claimed_ev_range_km,seating_capacity,boot_space_litres,ground_clearance_mm,airbags,abs,esc,hill_assist,tyre_pressure_monitoring_system,rear_parking_sensors,rear_camera,camera_360,automatic_climate_control,rear_ac_vents,android_auto,apple_carplay,sunroof,ventilated_front_seats,connected_car_features,adas_available,source,source_last_updated
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,Maruti Suzuki Swift ZXi Plus Petrol Manual Dual Tone,Hatchback,834900,Petrol,Manual,1197,80.0,111.7,FWD,24.8,,,5.0,,163,6,True,True,False,,True,True,False,True,False,True,True,False,False,True,False,CarWale,2026-06-19T12:29:07.749705+00:00
Maruti Suzuki,Swift,ZXi CNG Manual,Maruti Suzuki Swift ZXi CNG Manual,Hatchback,838900,CNG,Manual,1197,69.0,101.8,FWD,,32.85,,5.0,,163,6,True,True,False,,True,False,False,True,False,True,True,False,False,,False,CarWale,2026-06-19T12:29:07.749912+00:00
Maruti Suzuki,Swift,ZXi Plus Petrol Automatic,Maruti Suzuki Swift ZXi Plus Petrol Automatic,Hatchback,864900,Petrol,Automatic (AMT),1197,80.0,111.7,FWD,25.75,,,5.0,,163,6,True,True,True,,True,True,False,True,False,True,True,False,False,True,False,CarWale,2026-06-19T12:29:07.750124+00:00
Maruti Suzuki,Swift,ZXi Plus Petrol Automatic Dual Tone,Maruti Suzuki Swift ZXi Plus Petrol Automatic Dual Tone,Hatchback,879900,Petrol,Automatic (AMT),1197,80.0,111.7,FWD,25.75,,,5.0,,163,6,True,True,True,,True,True,False,True,False,True,True,False,False,True,False,CarWale,2026-06-19T12:29:07.750331+00:00
MG,Windsor EV,Excite,MG Windsor EV Excite 38.0 kWh,SUV,1409800,Electric,Automatic,,134.0,200.0,FWD,,,332,5.0,604,186,6,True,True,,,True,,False,,,True,True,False,False,False,False,CarWale,2026-06-19T12:29:07.857716+00:00
Tata,Nexon,Smart Petrol 1.2L Turbo 5 Speed Manual,Tata Nexon Smart Petrol 1.2L Turbo 5 Speed Manual,SUV,736990,Petrol,Manual,1199,118.0,170.0,FWD,17.44,,,5.0,,208,6,True,True,,,True,False,False,False,False,False,False,False,False,,False,CarWale,2026-06-19T09:52:14.085133+00:00
Tata,Nexon,Smart Plus Petrol 1.2L Turbo 5 Speed Manual,Tata Nexon Smart Plus Petrol 1.2L Turbo 5 Speed Manual,SUV,806990,Petrol,Manual,1199,118.0,170.0,FWD,17.44,,,5.0,,208,6,True,True,,,True,False,False,False,False,True,True,False,False,,False,CarWale,2026-06-19T09:52:14.086020+00:00
Tata,Nexon,Smart CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Smart CNG 1.2L Turbo 6 Speed Manual,SUV,829990,CNG,Manual,1199,99.0,170.0,FWD,,17.44,,5.0,,208,6,True,True,,,True,False,False,False,False,False,False,False,False,,False,CarWale,2026-06-19T09:52:14.086244+00:00
Tata,Nexon,Smart Plus (S) Petrol 1.2L Turbo 5 Speed Manual,Tata Nexon Smart Plus (S) Petrol 1.2L Turbo 5 Speed Manual,SUV,836990,Petrol,Manual,1199,118.0,170.0,FWD,17.44,,,5.0,,208,6,True,True,,,True,False,False,False,False,True,True,True,False,,False,CarWale,2026-06-19T09:52:14.086461+00:00
Tata,Nexon,Smart Plus Petrol 1.2L Turbo Automatic (AMT),Tata Nexon Smart Plus Petrol 1.2L Turbo Automatic (AMT),SUV,881990,Petrol,Automatic (AMT),1199,118.0,170.0,FWD,17.18,,,5.0,,208,6,True,True,,,True,False,False,False,False,True,True,False,False,,False,CarWale,2026-06-19T09:52:14.086679+00:00
Tata,Nexon,Pure Plus Petrol 1.2L Turbo 6 Speed Manual,Tata Nexon Pure Plus Petrol 1.2L Turbo 6 Speed Manual,SUV,894990,Petrol,Manual,1199,118.0,170.0,FWD,17.44,,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,False,False,,False,CarWale,2026-06-19T09:52:14.086893+00:00
Tata,Nexon,Smart Plus Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Smart Plus Diesel 1.5L Turbo 6 Speed Manual,SUV,899990,Diesel,Manual,1497,113.0,260.0,FWD,23.23,,,5.0,,208,6,True,True,,,True,False,False,False,False,True,True,False,False,,False,CarWale,2026-06-19T09:52:14.087115+00:00
Tata,Nexon,Smart Plus CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Smart Plus CNG 1.2L Turbo 6 Speed Manual,SUV,921990,CNG,Manual,1199,99.0,170.0,FWD,,17.44,,5.0,,208,6,True,True,,,True,False,False,False,False,True,True,False,False,,False,CarWale,2026-06-19T09:52:14.087324+00:00
Tata,Nexon,Pure Plus (S) Petrol 1.2L Turbo 6 Speed Manual,Tata Nexon Pure Plus (S) Petrol 1.2L Turbo 6 Speed Manual,SUV,922990,Petrol,Manual,1199,118.0,170.0,FWD,17.44,,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,True,False,,False,CarWale,2026-06-19T09:52:14.087533+00:00
Tata,Nexon,Smart Plus (S) Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Smart Plus (S) Diesel 1.5L Turbo 6 Speed Manual,SUV,936990,Diesel,Manual,1497,113.0,260.0,FWD,23.23,,,5.0,,208,6,True,True,,,True,False,False,False,False,True,True,True,False,,False,CarWale,2026-06-19T09:52:14.087747+00:00
Tata,Nexon,Smart Plus (S) CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Smart Plus (S) CNG 1.2L Turbo 6 Speed Manual,SUV,951990,CNG,Manual,1199,99.0,170.0,FWD,,17.44,,5.0,,208,6,True,True,,,True,False,False,False,False,True,True,True,False,,False,CarWale,2026-06-19T09:52:14.087957+00:00
Tata,Nexon,Pure Plus (PS) Petrol 1.2L Turbo 6 Speed Manual,Tata Nexon Pure Plus (PS) Petrol 1.2L Turbo 6 Speed Manual,SUV,959000,Petrol,Manual,1199,118.0,170.0,FWD,17.44,,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,True,False,,False,CarWale,2026-06-19T09:52:14.088165+00:00
Tata,Nexon,Pure Plus Petrol 1.2L Turbo Automatic (AMT),Tata Nexon Pure Plus Petrol 1.2L Turbo Automatic (AMT),SUV,959990,Petrol,Automatic (AMT),1199,118.0,170.0,FWD,17.18,,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,False,False,,False,CarWale,2026-06-19T09:52:14.088369+00:00
Tata,Nexon,Pure Plus CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Pure Plus CNG 1.2L Turbo 6 Speed Manual,SUV,984990,CNG,Manual,1199,99.0,170.0,FWD,,17.44,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,False,False,,False,CarWale,2026-06-19T09:52:14.088684+00:00
Tata,Nexon,Pure Plus (S) Petrol 1.2L Turbo Automatic (AMT),Tata Nexon Pure Plus (S) Petrol 1.2L Turbo Automatic (AMT),SUV,987990,Petrol,Automatic (AMT),1199,118.0,170.0,FWD,17.18,,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,True,False,,False,CarWale,2026-06-19T09:52:14.088923+00:00
Tata,Nexon,Creative Petrol 1.2L Turbo 6 Speed Manual,Tata Nexon Creative Petrol 1.2L Turbo 6 Speed Manual,SUV,999990,Petrol,Manual,1199,118.0,170.0,FWD,17.44,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,False,False,True,False,CarWale,2026-06-19T09:52:14.089141+00:00
Tata,Nexon,Pure Plus (S) CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Pure Plus (S) CNG 1.2L Turbo 6 Speed Manual,SUV,999990,CNG,Manual,1199,99.0,170.0,FWD,,17.44,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,True,False,,False,CarWale,2026-06-19T09:52:14.089415+00:00
Tata,Nexon,Pure Plus Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Pure Plus Diesel 1.5L Turbo 6 Speed Manual,SUV,999990,Diesel,Manual,1497,113.0,260.0,FWD,23.23,,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,False,False,,False,CarWale,2026-06-19T09:52:14.089813+00:00
Tata,Nexon,Pure Plus (PS) Petrol 1.2L Turbo Automatic (AMT),Tata Nexon Pure Plus (PS) Petrol 1.2L Turbo Automatic (AMT),SUV,1014000,Petrol,Automatic (AMT),1199,118.0,170.0,FWD,17.18,,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,True,False,,False,CarWale,2026-06-19T09:52:14.090141+00:00
Tata,Nexon,Pure Plus (S) Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Pure Plus (S) Diesel 1.5L Turbo 6 Speed Manual,SUV,1027990,Diesel,Manual,1497,113.0,260.0,FWD,23.23,,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,True,False,,False,CarWale,2026-06-19T09:52:14.090363+00:00
Tata,Nexon,Creative Plus (S) Petrol 1.2L Turbo 6 Speed Manual,Tata Nexon Creative Plus (S) Petrol 1.2L Turbo 6 Speed Manual,SUV,1034990,Petrol,Manual,1199,118.0,170.0,FWD,17.44,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,False,True,False,CarWale,2026-06-19T09:52:14.090573+00:00
Tata,Nexon,Pure Plus (PS) CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Pure Plus (PS) CNG 1.2L Turbo 6 Speed Manual,SUV,1039000,CNG,Manual,1199,99.0,170.0,FWD,,17.44,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,True,False,,False,CarWale,2026-06-19T09:52:14.091023+00:00
Tata,Nexon,Pure Plus (PS) Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Pure Plus (PS) Diesel 1.5L Turbo 6 Speed Manual,SUV,1054000,Diesel,Manual,1497,113.0,260.0,FWD,23.23,,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,True,False,,False,CarWale,2026-06-19T09:52:14.091260+00:00
Tata,Nexon,Pure Plus Diesel 1.5L Turbo Automatic (AMT),Tata Nexon Pure Plus Diesel 1.5L Turbo Automatic (AMT),SUV,1064990,Diesel,Automatic (AMT),1497,113.0,260.0,FWD,24.08,,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,False,False,,False,CarWale,2026-06-19T09:52:14.091756+00:00
Tata,Nexon,Creative Petrol 1.2L Turbo Automatic (AMT),Tata Nexon Creative Petrol 1.2L Turbo Automatic (AMT),SUV,1074990,Petrol,Automatic (AMT),1199,118.0,170.0,FWD,17.18,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,False,False,True,False,CarWale,2026-06-19T09:52:14.091997+00:00
Tata,Nexon,Creative CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Creative CNG 1.2L Turbo 6 Speed Manual,SUV,1104990,CNG,Manual,1199,99.0,170.0,FWD,,17.44,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,False,False,True,False,CarWale,2026-06-19T09:52:14.092445+00:00
Tata,Nexon,Creative Plus (S) Petrol 1.2L Turbo Automatic (AMT),Tata Nexon Creative Plus (S) Petrol 1.2L Turbo Automatic (AMT),SUV,1104990,Petrol,Automatic (AMT),1199,118.0,170.0,FWD,17.18,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,False,True,False,CarWale,2026-06-19T09:52:14.092652+00:00
Tata,Nexon,Pure Plus (PS) Diesel 1.5L Turbo Automatic (AMT),Tata Nexon Pure Plus (PS) Diesel 1.5L Turbo Automatic (AMT),SUV,1119000,Diesel,Automatic (AMT),1497,113.0,260.0,FWD,24.08,,,5.0,,208,6,True,True,,,True,True,False,False,True,True,True,True,False,,False,CarWale,2026-06-19T09:52:14.093055+00:00
Tata,Nexon,Creative Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Creative Diesel 1.5L Turbo 6 Speed Manual,SUV,1124990,Diesel,Manual,1497,113.0,260.0,FWD,23.23,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,False,False,True,False,CarWale,2026-06-19T09:52:14.093352+00:00
Tata,Nexon,Creative Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Dual Tone,Tata Nexon Creative Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Dual Tone,SUV,1131990,Petrol,Manual,1199,118.0,170.0,FWD,17.44,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,False,True,False,CarWale,2026-06-19T09:52:14.093780+00:00
Tata,Nexon,Creative Plus (S) CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Creative Plus (S) CNG 1.2L Turbo 6 Speed Manual,SUV,1134990,CNG,Manual,1199,99.0,170.0,FWD,,17.44,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,False,True,False,CarWale,2026-06-19T09:52:14.093985+00:00
Tata,Nexon,Creative Plus (S) Diesel 1.5L Turbo 6 Speed Manual,Tata Nexon Creative Plus (S) Diesel 1.5L Turbo 6 Speed Manual,SUV,1149990,Diesel,Manual,1497,113.0,260.0,FWD,23.23,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,False,True,False,CarWale,2026-06-19T09:52:14.094603+00:00
Tata,Nexon,Creative Diesel 1.5L Turbo Automatic (AMT),Tata Nexon Creative Diesel 1.5L Turbo Automatic (AMT),SUV,1184990,Diesel,Automatic (AMT),1497,113.0,260.0,FWD,24.08,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,False,False,True,False,CarWale,2026-06-19T09:52:14.095435+00:00
Tata,Nexon,Creative Plus (S) Diesel 1.5L Turbo Automatic (AMT),Tata Nexon Creative Plus (S) Diesel 1.5L Turbo Automatic (AMT),SUV,1214990,Diesel,Automatic (AMT),1497,113.0,260.0,FWD,24.08,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,False,True,False,CarWale,2026-06-19T09:52:14.095867+00:00
Tata,Nexon,Creative Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dual Tone,Tata Nexon Creative Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dual Tone,SUV,1216690,CNG,Manual,1199,99.0,170.0,FWD,,17.44,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,False,True,False,CarWale,2026-06-19T09:52:14.096078+00:00
Tata,Nexon,Creative Plus (PS) CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Creative Plus (PS) CNG 1.2L Turbo 6 Speed Manual,SUV,1226990,CNG,Manual,1199,99.0,170.0,FWD,,17.44,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,False,True,False,CarWale,2026-06-19T09:52:14.096288+00:00
Tata,Nexon,Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual,Tata Nexon Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual,SUV,1226990,Petrol,Manual,1199,118.0,170.0,FWD,17.44,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,False,CarWale,2026-06-19T09:52:14.096495+00:00
Tata,Nexon,Creative Plus (PS) Petrol 1.2L Turbo Automatic (DCT) Dual Tone,Tata Nexon Creative Plus (PS) Petrol 1.2L Turbo Automatic (DCT) Dual Tone,SUV,1234990,Petrol,Automatic (DCT),1199,118.0,170.0,FWD,17.01,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,False,True,False,CarWale,2026-06-19T09:52:14.096838+00:00
Tata,Nexon,Creative Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dual Tone,Tata Nexon Creative Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dual Tone,SUV,1241990,Diesel,Manual,1497,113.0,260.0,FWD,23.23,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,False,True,False,CarWale,2026-06-19T09:52:14.097614+00:00
Tata,Nexon,Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Dark Edition,Tata Nexon Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Dark Edition,SUV,1246990,Petrol,Manual,1199,118.0,170.0,FWD,17.44,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,False,CarWale,2026-06-19T09:52:14.098210+00:00
Tata,Nexon,Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Red Dark Edition,Tata Nexon Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Red Dark Edition,SUV,1256990,Petrol,Manual,1199,118.0,170.0,FWD,17.44,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,False,CarWale,2026-06-19T09:52:14.099307+00:00
Tata,Nexon,Creative Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,Tata Nexon Creative Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,SUV,1306990,Diesel,Automatic (AMT),1497,113.0,260.0,FWD,24.08,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,False,True,False,CarWale,2026-06-19T09:52:14.099943+00:00
Tata,Nexon,Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dual Tone,Tata Nexon Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dual Tone,SUV,1321990,CNG,Manual,1199,99.0,170.0,FWD,,17.44,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,False,CarWale,2026-06-19T09:52:14.100150+00:00
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dual Tone,Tata Nexon Fearless Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dual Tone,SUV,1336990,Diesel,Manual,1497,113.0,260.0,FWD,23.23,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,False,CarWale,2026-06-19T09:52:14.100355+00:00
Tata,Nexon,Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual,Tata Nexon Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual,SUV,1341990,CNG,Manual,1199,99.0,170.0,FWD,,17.44,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,False,CarWale,2026-06-19T09:52:14.100943+00:00
Tata,Nexon,Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dark Edition,Tata Nexon Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dark Edition,SUV,1341990,CNG,Manual,1199,99.0,170.0,FWD,,17.44,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,False,CarWale,2026-06-19T09:52:14.101667+00:00
Tata,Nexon,Fearless Plus (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,Tata Nexon Fearless Plus (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,SUV,1344790,Petrol,Automatic (DCT),1199,118.0,170.0,FWD,17.01,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,False,CarWale,2026-06-19T09:52:14.102136+00:00
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dark Edition,Tata Nexon Fearless Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dark Edition,SUV,1356990,Diesel,Manual,1497,113.0,260.0,FWD,23.23,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,False,CarWale,2026-06-19T09:52:14.102382+00:00
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),Tata Nexon Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),SUV,1361990,Petrol,Automatic (DCT),1199,118.0,170.0,FWD,17.01,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,True,CarWale,2026-06-19T09:52:14.102836+00:00
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,Tata Nexon Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,SUV,1381990,Petrol,Automatic (DCT),1199,118.0,170.0,FWD,17.01,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,True,CarWale,2026-06-19T09:52:14.103178+00:00
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,Tata Nexon Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,SUV,1391990,Petrol,Automatic (DCT),1199,118.0,170.0,FWD,17.01,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,True,CarWale,2026-06-19T09:52:14.103573+00:00
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,Tata Nexon Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,SUV,1401990,Diesel,Automatic (AMT),1497,113.0,260.0,FWD,24.08,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,False,CarWale,2026-06-19T09:52:14.104076+00:00
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,Tata Nexon Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,SUV,1421990,Diesel,Automatic (AMT),1497,113.0,260.0,FWD,24.08,,,5.0,,208,6,True,True,,,True,True,True,True,True,True,True,True,True,True,False,CarWale,2026-06-19T09:52:14.104334+00:00
Tata,Nexon EV,Fearless MR,Tata Nexon EV Fearless MR,SUV,1399000.0,Electric,Automatic,,,,FWD,,,325,5.0,,205,6,True,True,,False,True,True,False,,True,True,True,False,False,True,False,tata_motors_official_or_reputable_price_page,2026-06-22
MG,Windsor EV,Exclusive,MG Windsor EV Exclusive,SUV,1552900.0,Electric,Automatic,,134.0,200.0,FWD,,,332,5.0,604,186,6,True,True,,True,True,True,True,,,True,True,False,False,True,False,verified_official_windsor_lineup_batch_2,2026-06-22
MG,Windsor EV,Essence,MG Windsor EV Essence,SUV,1652900.0,Electric,Automatic,,134.0,200.0,FWD,,,332,5.0,604,186,6,True,True,,True,True,True,True,,,True,True,True,True,True,False,verified_official_windsor_lineup_batch_2,2026-06-22
MG,Windsor EV,Exclusive Pro,MG Windsor EV Exclusive Pro,SUV,1737900.0,Electric,Automatic,,134.0,200.0,FWD,,,449,5.0,604,186,6,True,True,,True,True,True,True,,,True,True,False,False,True,False,verified_official_windsor_lineup_batch_2,2026-06-22
MG,Windsor EV,Essence Pro,MG Windsor EV Essence Pro,SUV,1859900.0,Electric,Automatic,,134.0,200.0,FWD,,,449,5.0,604,186,6,True,True,,True,True,True,True,,,True,True,True,True,True,True,verified_official_windsor_lineup_batch_2,2026-06-22
Tata,Nexon EV,Creative+ MR,Tata Nexon EV Creative+ MR,SUV,1299000.0,Electric,Automatic,,,,FWD,,,325,5.0,,205,6,True,True,,False,True,True,False,,False,True,True,False,False,True,False,verified_official_nexon_ev_lineup_batch_2_fix,2026-06-22
Tata,Nexon EV,Creative 45,Tata Nexon EV Creative 45,SUV,1399000,Electric,Automatic,,,,FWD,,,489,5.0,,205,6,True,True,,False,True,True,False,,False,True,True,False,False,True,False,verified_official_nexon_ev_price_fix,2026-06-22
Tata,Nexon EV,Fearless 45,Tata Nexon EV Fearless 45,SUV,1499000,Electric,Automatic,,,,FWD,,,489,5.0,,205,6,True,True,,False,True,True,False,,True,True,True,False,False,True,False,verified_official_nexon_ev_price_fix,2026-06-22
Tata,Nexon EV,Empowered 45,Tata Nexon EV Empowered 45,SUV,1599000,Electric,Automatic,,,,FWD,,,489,5.0,,205,6,True,True,,True,True,True,True,,True,True,True,True,False,True,False,verified_official_nexon_ev_price_fix,2026-06-22
Tata,Nexon EV,Empowered+ A 45,Tata Nexon EV Empowered+ A 45,SUV,1699000,Electric,Automatic,,,,FWD,,,489,5.0,,205,6,True,True,,True,True,True,True,,True,True,True,True,True,True,True,verified_official_nexon_ev_price_fix,2026-06-22
Tata,Nexon EV,Empowered+ A 45 Dark,Tata Nexon EV Empowered+ A 45 Dark,SUV,1749000,Electric,Automatic,,,,FWD,,,489,5.0,,205,6,True,True,,True,True,True,True,,True,True,True,True,True,True,True,verified_official_nexon_ev_price_fix,2026-06-22
Tata,Nexon EV,Empowered+ A 45 Red Dark,Tata Nexon EV Empowered+ A 45 Red Dark,SUV,1719000,Electric,Automatic,,,,FWD,,,489,5.0,,205,6,True,True,,True,True,True,True,,True,True,True,True,True,True,True,verified_official_nexon_ev_price_fix,2026-06-22
Maruti Suzuki,Brezza,LXi MT,Maruti Suzuki Brezza LXi MT,SUV,825900,Petrol,Manual,,,,FWD,,,,5.0,,198,6,True,True,False,,True,False,False,False,True,False,False,False,False,False,False,verified_official_brezza_batch_3,2026-06-22
Maruti Suzuki,Brezza,LXi CNG,Maruti Suzuki Brezza LXi CNG,SUV,916900,CNG,Manual,,,,FWD,,,,5.0,,198,6,True,True,False,,True,False,False,False,True,False,False,False,False,False,False,verified_official_brezza_batch_3,2026-06-22
Maruti Suzuki,Brezza,VXi MT,Maruti Suzuki Brezza VXi MT,SUV,925900,Petrol,Manual,,,,FWD,,,,5.0,,198,6,True,True,False,,True,False,False,True,True,True,True,False,False,False,False,verified_official_brezza_batch_3,2026-06-22
Maruti Suzuki,Brezza,VXi CNG,Maruti Suzuki Brezza VXi CNG,SUV,1016900,CNG,Manual,,,,FWD,,,,5.0,,198,6,True,True,False,,True,False,False,True,True,True,True,False,False,False,False,verified_official_brezza_batch_3,2026-06-22
Maruti Suzuki,Brezza,ZXi MT,Maruti Suzuki Brezza ZXi MT,SUV,1055300,Petrol,Manual,,,,FWD,,,,5.0,,198,6,True,True,False,,True,True,False,True,True,True,True,True,False,True,False,verified_official_brezza_batch_3,2026-06-22
Maruti Suzuki,Brezza,VXi AT,Maruti Suzuki Brezza VXi AT,SUV,1059900,Petrol,Automatic (TC),,,,FWD,,,,5.0,,198,6,True,True,True,,True,False,False,True,True,True,True,False,False,False,False,verified_official_brezza_batch_3,2026-06-22
Maruti Suzuki,Brezza,ZXi CNG,Maruti Suzuki Brezza ZXi CNG,SUV,1146300,CNG,Manual,,,,FWD,,,,5.0,,198,6,True,True,False,,True,True,False,True,True,True,True,True,False,True,False,verified_official_brezza_batch_3,2026-06-22
Maruti Suzuki,Brezza,ZXi+ MT,Maruti Suzuki Brezza ZXi+ MT,SUV,1166300,Petrol,Manual,,,,FWD,,,,5.0,,198,6,True,True,False,,True,True,True,True,True,True,True,True,False,True,False,verified_official_brezza_batch_3,2026-06-22
Maruti Suzuki,Brezza,ZXi AT,Maruti Suzuki Brezza ZXi AT,SUV,1190300,Petrol,Automatic (TC),,,,FWD,,,,5.0,,198,6,True,True,True,,True,True,False,True,True,True,True,True,False,True,False,verified_official_brezza_batch_3,2026-06-22
Maruti Suzuki,Brezza,ZXi+ AT,Maruti Suzuki Brezza ZXi+ AT,SUV,1301300,Petrol,Automatic (TC),,,,FWD,,,,5.0,,198,6,True,True,True,,True,True,True,True,True,True,True,True,False,True,False,verified_official_brezza_batch_3,2026-06-22
Hyundai,Venue,HX2 1.2 Petrol MT,Hyundai Venue HX2 1.2 Petrol MT,SUV,800000,Petrol,Manual,1197,,,FWD,,,,5.0,,195,6,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX2 1.0 Turbo Petrol MT,Hyundai Venue HX2 1.0 Turbo Petrol MT,SUV,891000,Petrol,Manual,998,,,FWD,,,,5.0,,195,6,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,verified_current_venue_batch_3,2026-06-22
Hyundai,Venue,HX4 1.2 Petrol MT,Hyundai Venue HX4 1.2 Petrol MT,SUV,900000,Petrol,Manual,1197,,,FWD,,,,5.0,,195,6,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,verified_current_venue_batch_3,2026-06-22
